Row,eps_a,eps_r,eps_d,eps_p,eps_L,eps_sep,eps_h,eps_inv
y,0.567551137631519,-0.774564893819259,1.52974025683789,-0.348336838917458,0.0626604119125623,-0.126496937643029,0.104426327132465,0.081730021264805
d,0.13633423294848,-1.54379642436395,3.04894104772656,-0.694302709637975,-0.0078089538492072,0.288187558627463,-0.00459595103312697,0.162891618681824
gap,-0.431216904683039,-0.769231530544687,1.51920079088868,-0.345965870720517,-0.0704693657617695,0.414684496270492,-0.109022278165592,0.0811615974170187
w_star,0.444149237006442,-0.152332618049711,0.293196930416878,-0.0909854578155727,-0.344849028009576,-1.13958200914323,0.0325935853763642,0.0176173018607625
u,0.0238263098491546,0.103148320287021,-0.203835394931074,0.0458550026274023,11.3831782674611,10.4665579681856,0.00958876942742321,-0.0109934317412386
u_rate,0.00170700822617916,0.00738994130275506,-0.0146035495272537,0.00328522827042896,0.74389071697016,0.749864358542615,0.000686976220622239,-0.000787611616529831
m,-0.052535508974084,-0.227435534096891,0.449444176938603,-0.101107385797051,5.67717602022737,5.49332904419955,-0.0211426312128937,0.0242398229333155
mc,-1.27637145685943,-0.825174827280905,1.62701079677822,-0.378978571261923,-0.205595142531495,-0.250721256469134,-0.311803120674374,0.0876076230231654
theta,-0.152723637646477,-0.661167708767823,1.30655914373935,-0.293924776848907,-11.4120044944675,-9.94645784797217,-0.0614628012806339,0.0704665093491081
